0.002500, 0.100000, 50
0.012953, 0.209066, 50
0.033862, 0.418183, 50
0.065233, 0.627404, 50
0.107072, 0.836780, 50
0.159390, 1.046368, 50
0.222201, 1.256225, 50
0.295522, 1.466412, 50
0.379372, 1.676994, 50
0.473774, 1.888041, 50
0.578755, 2.099630, 50
0.694347, 2.311843, 50
0.820586, 2.524774, 50
0.957512, 2.738522, 50
1.105172, 2.953203, 50
1.263619, 3.168941, 50
1.432913, 3.385879, 50
1.613122, 3.604176, 50
1.804323, 3.824011, 50
2.006602, 4.045587, 50
2.217387, 4.215700, 50
2.431408, 4.280422, 50
2.646029, 4.292423, 50
2.861280, 4.305018, 50
3.077192, 4.318226, 50
3.293795, 4.332063, 50
3.511122, 4.346541, 50
3.729205, 4.361666, 50
3.948077, 4.377441, 50
4.167770, 4.393854, 50
4.388314, 4.410889, 50
4.609740, 4.428513, 50
4.832074, 4.446680, 50
5.055340, 4.465327, 50
5.279559, 4.484370, 50
5.504744, 4.503704, 50
5.730904, 4.523199, 50
5.958039, 4.542699, 50
6.186140, 4.562023, 50
6.415188, 4.580964, 50
6.645153, 4.599290, 50
6.875990, 4.616749, 50
7.107644, 4.633075, 50
7.340044, 4.647995, 50
7.573106, 4.661239, 50
7.806733, 4.672548, 50
8.040817, 4.681689, 50
8.275241, 4.688466, 50
8.509877, 4.692728, 50
8.744596, 4.694379, 50
8.979265, 4.693385, 50
9.213754, 4.689773, 50
9.447936, 4.683632, 50
9.681691, 4.675105, 50
9.914910, 4.664385, 50
10.147495, 4.651700, 50
10.379360, 4.637306, 50
10.610434, 4.621471, 50
10.840657, 4.604468, 50
11.069986, 4.586563, 50
11.298386, 4.568011, 50
11.525838, 4.549043, 50
11.752332, 4.529869, 50
11.977865, 4.510675, 50
12.202446, 4.491617, 50
12.426088, 4.472828, 50
12.648808, 4.454416, 50
12.870632, 4.436467, 50
13.091584, 4.419046, 50
13.311694, 4.402202, 50
13.530993, 4.385968, 50
13.749511, 4.370365, 50
13.967281, 4.355401, 50
14.184335, 4.341079, 50
14.400704, 4.327392, 50
14.616421, 4.314329, 50
14.831515, 4.301874, 50
15.046015, 4.290010, 50
15.259951, 4.278715, 50
15.464907, 4.099124, 50
15.638946, 3.480783, 50
15.807199, 3.365062, 50
15.967375, 3.203508, 50
16.115800, 2.968515, 50
16.246276, 2.609512, 50
16.347765, 2.029772, 50
16.400088, 1.046466, 50
16.430047, 0.599177, 50
16.562940, 2.657863, 50
16.720987, 3.160932, 50
16.787123, 1.322724, 50
16.821426, 0.686074, 50
16.920530, 1.982081, 50
17.059021, 2.769806, 50
17.223294, 3.285469, 50
17.406567, 3.665451, 50
17.605979, 3.988251, 50
17.821431, 4.309037, 50
18.055539, 4.682153, 50
18.314695, 5.183127, 50
18.611780, 5.941690, 50
18.971001, 7.184432, 50
19.261099, 5.801952, 50
19.433510, 3.448214, 50
19.599520, 3.320202, 50
19.756485, 3.139315, 50
19.900103, 2.872343, 50
20.022977, 2.457499, 50
20.111768, 1.775819, 50
20.142319, 0.611012, 50
20.205107, 1.255761, 50
20.360353, 3.104916, 50
20.497655, 2.746041, 50
20.528986, 0.626629, 50
20.586899, 1.158251, 50
20.696829, 2.198593, 50
20.832851, 2.720440, 50
20.980718, 2.957346, 50
21.133441, 3.054467, 50
21.287207, 3.075309, 50
21.439848, 3.052833, 50
21.590106, 3.005154, 50
21.737226, 2.942401, 50
21.880714, 2.869754, 50
22.020148, 2.788678, 50
22.155012, 2.697285, 50
22.284531, 2.590388, 50
22.407518, 2.459730, 50
22.522264, 2.294921, 50
22.626534, 2.085397, 50
22.717693, 1.823187, 50
22.792972, 1.505574, 50
22.849794, 1.136442, 50
22.886081, 0.725753, 50
22.902489, 0.328146, 50
22.906108, 0.072378, 50
22.906108, 0.000000, 50
