0.002500, 0.100000, 50
0.012047, 0.190934, 50
0.031138, 0.381817, 50
0.059767, 0.572596, 50
0.097928, 0.763219, 50
0.145610, 0.953631, 50
0.202799, 1.143774, 50
0.269478, 1.333587, 50
0.345628, 1.523004, 50
0.431226, 1.711956, 50
0.526244, 1.900366, 50
0.630652, 2.088151, 50
0.744413, 2.275218, 50
0.867486, 2.461467, 50
0.999825, 2.646784, 50
1.141377, 2.831041, 50
1.292082, 3.014098, 50
1.451872, 3.195795, 50
1.620669, 3.375951, 50
1.798388, 3.554365, 50
1.982600, 3.684242, 50
2.168575, 3.719512, 50
2.353951, 3.707505, 50
2.538696, 3.694904, 50
2.722780, 3.681690, 50
2.906173, 3.667846, 50
3.088841, 3.653359, 50
3.270752, 3.638224, 50
3.451874, 3.622441, 50
3.632175, 3.606016, 50
3.811623, 3.588970, 50
3.990190, 3.571334, 50
4.167848, 3.553153, 50
4.344572, 3.534492, 50
4.520344, 3.515434, 50
4.695148, 3.496084, 50
4.868977, 3.476573, 50
5.041830, 3.457055, 50
5.213715, 3.437713, 50
5.384653, 3.418755, 50
5.554674, 3.400411, 50
5.723820, 3.382934, 50
5.892150, 3.366591, 50
6.059733, 3.351654, 50
6.226652, 3.338396, 50
6.393006, 3.327075, 50
6.558902, 3.317923, 50
6.724459, 3.311138, 50
6.889803, 3.306872, 50
7.055064, 3.305218, 50
7.220374, 3.306214, 50
7.385866, 3.309830, 50
7.551665, 3.315978, 50
7.717890, 3.324514, 50
7.884653, 3.335247, 50
8.052050, 3.347946, 50
8.220168, 3.362356, 50
8.389078, 3.378207, 50
8.558840, 3.395228, 50
8.729497, 3.413150, 50
8.901083, 3.431720, 50
9.073618, 3.450706, 50
9.247113, 3.469897, 50
9.421569, 3.489108, 50
9.596978, 3.508182, 50
9.773327, 3.526986, 50
9.950598, 3.545412, 50
10.128766, 3.563374, 50
10.307807, 3.580807, 50
10.487690, 3.597663, 50
10.668385, 3.613907, 50
10.849861, 3.629521, 50
11.032086, 3.644494, 50
11.215027, 3.658824, 50
11.398653, 3.672519, 50
11.582933, 3.685589, 50
11.767835, 3.698050, 50
11.953331, 3.709920, 50
12.139392, 3.721220, 50
12.334234, 3.896842, 50
12.560184, 4.518993, 50
12.791914, 4.634603, 50
13.031712, 4.795964, 50
13.283242, 5.030602, 50
13.552686, 5.388885, 50
13.851038, 5.967022, 50
14.198360, 6.946438, 50
14.627380, 8.580420, 50
15.158388, 10.620143, 50
15.714256, 11.117376, 50
16.179167, 9.298218, 50
16.544429, 7.305227, 50
16.845157, 6.014566, 50
17.106604, 5.228940, 50
17.342309, 4.714106, 50
17.559032, 4.334455, 50
17.759619, 4.011748, 50
17.944164, 3.690882, 50
18.110036, 3.317459, 50
18.250822, 2.815711, 50
18.353582, 2.055193, 50
18.393953, 0.807421, 50
18.503509, 2.191133, 50
18.731086, 4.551533, 50
18.965057, 4.679414, 50
19.208060, 4.860070, 50
19.464390, 5.126602, 50
19.741417, 5.540531, 50
20.052422, 6.220104, 50
20.421415, 7.379860, 50
20.883012, 9.231929, 50
21.436114, 11.062047, 50
21.971479, 10.707295, 50
22.401855, 8.607520, 50
22.741826, 6.799421, 50
23.021398, 5.591440, 50
23.258160, 4.735241, 50
23.463104, 4.098882, 50
23.643201, 3.601948, 50
23.802259, 3.181156, 50
23.942440, 2.803624, 50
24.065004, 2.451270, 50
24.170702, 2.113976, 50
24.260031, 1.786571, 50
24.333411, 1.467596, 50
24.391358, 1.158945, 50
24.434649, 0.865812, 50
24.464472, 0.596462, 50
24.482536, 0.361288, 50
24.491079, 0.170856, 50
24.492735, 0.033128, 50
24.495195, 0.049199, 50
24.499196, 0.080015, 50
24.502661, 0.069297, 50
24.504451, 0.035796, 50
24.504864, 0.008261, 50
24.504864, 0.000000, 50
